,Meta_Name,Meta_Content,Unigram,Top 20 Frequency Unigram,Bigram,Top 20 Bigram,Image URL
222,,,Certificate,,"('Certificate', 'Sustainabaility')",,
223,,,Sustainabaility,,"('Sustainabaility', 'Development')",,
224,,,Development,,"('Development', 'Certificate')",,
225,,,Certificate,,"('Certificate', 'Social')",,
226,,,Social,,"('Social', 'Work')",,
227,,,Work,,"('Work', 'Certificate')",,
228,,,Certificate,,"('Certificate', 'AI')",,
229,,,AI,,"('AI', 'Machine')",,
230,,,Machine,,"('Machine', 'Learning')",,
231,,,Learning,,"('Learning', 'Certificate')",,
232,,,Certificate,,"('Certificate', 'Spatial')",,
233,,,Spatial,,"('Spatial', 'Data')",,
234,,,Data,,"('Data', 'Analysis')",,
235,,,Analysis,,"('Analysis', 'Visualization')",,
236,,,Visualization,,"('Visualization', 'Certificate')",,
237,,,Certificate,,"('Certificate', 'Online')",,
238,,,Online,,"('Online', 'Degree')",,
239,,,Degree,,"('Degree', 'Programs')",,
240,,,Programs,,"('Programs', 'Computer')",,
241,,,Computer,,"('Computer', 'Science')",,
242,,,Science,,"('Science', 'Degrees')",,
243,,,Degrees,,"('Degrees', 'Business')",,
244,,,Business,,"('Business', 'Degrees')",,
245,,,Degrees,,"('Degrees', 'Public')",,
246,,,Public,,"('Public', 'Health')",,
247,,,Health,,"('Health', 'Degrees')",,
248,,,Degrees,,"('Degrees', 'Data')",,
249,,,Data,,"('Data', 'Science')",,
250,,,Science,,"('Science', 'Degrees')",,
251,,,Degrees,,"('Degrees', 'Bachelor')",,
252,,,Bachelor,,"('Bachelor', ""'s"")",,
253,,,'s,,"(""'s"", 'Degrees')",,
254,,,Degrees,,"('Degrees', 'Bachelor')",,
255,,,Bachelor,,"('Bachelor', 'Computer')",,
256,,,Computer,,"('Computer', 'Science')",,
257,,,Science,,"('Science', 'MS')",,
258,,,MS,,"('MS', 'Electrical')",,
259,,,Electrical,,"('Electrical', 'Engineering')",,
260,,,Engineering,,"('Engineering', 'Bachelor')",,
261,,,Bachelor,,"('Bachelor', 'Completion')",,
262,,,Completion,,"('Completion', 'Degree')",,
263,,,Degree,,"('Degree', 'MS')",,
264,,,MS,,"('MS', 'Management')",,
265,,,Management,,"('Management', 'MS')",,
266,,,MS,,"('MS', 'Computer')",,
267,,,Computer,,"('Computer', 'Science')",,
268,,,Science,,"('Science', 'MPH')",,
269,,,MPH,,"('MPH', 'Accounting')",,
270,,,Accounting,,"('Accounting', 'Master')",,
271,,,Master,,"('Master', ""'s"")",,
272,,,'s,,"(""'s"", 'Degree')",,
273,,,Degree,,"('Degree', 'MCIT')",,
274,,,MCIT,,"('MCIT', 'MBA')",,
275,,,MBA,,"('MBA', 'Online')",,
276,,,Online,,"('Online', 'Master')",,
277,,,Master,,"('Master', 'Applied')",,
278,,,Applied,,"('Applied', 'Data')",,
279,,,Data,,"('Data', 'Science')",,
280,,,Science,,"('Science', 'Global')",,
281,,,Global,,"('Global', 'MBA')",,
282,,,MBA,,"('MBA', 'Master')",,
283,,,Master,,"('Master', ""'s"")",,
284,,,'s,,"(""'s"", 'Innovation')",,
285,,,Innovation,,"('Innovation', '&')",,
286,,,&,,"('&', 'Entrepreneurship')",,
287,,,Entrepreneurship,,"('Entrepreneurship', 'MCS')",,
288,,,MCS,,"('MCS', 'Data')",,
289,,,Data,,"('Data', 'Science')",,
290,,,Science,,"('Science', 'Master')",,
291,,,Master,,"('Master', ""'s"")",,
292,,,'s,,"(""'s"", 'Computer')",,
293,,,Computer,,"('Computer', 'Science')",,
294,,,Science,,"('Science', 'Master')",,
295,,,Master,,"('Master', ""'s"")",,
296,,,'s,,"(""'s"", 'Public')",,
297,,,Public,,"('Public', 'Health')",,
298,,,Health,,"('Health', 'Coursera')",,
299,,,Coursera,,"('Coursera', 'About')",,
300,,,About,,"('About', 'Leadership')",,
301,,,Leadership,,"('Leadership', 'Careers')",,
302,,,Careers,,"('Careers', 'Catalog')",,
303,,,Catalog,,"('Catalog', 'Certificates')",,
304,,,Certificates,,"('Certificates', 'MasterTrackâ\x84¢')",,
305,,,MasterTrackâ¢,,"('MasterTrackâ\x84¢', 'Certificates')",,
306,,,Certificates,,"('Certificates', 'Degrees')",,
307,,,Degrees,,"('Degrees', 'For')",,
308,,,For,,"('For', 'Enterprise')",,
309,,,Enterprise,,"('Enterprise', 'For')",,
310,,,For,,"('For', 'Government')",,
311,,,Government,,"('Government', 'For')",,
312,,,For,,"('For', 'Campus')",,
313,,,Campus,,"('Campus', 'Coronavirus')",,
314,,,Coronavirus,,"('Coronavirus', 'Response')",,
315,,,Response,,"('Response', 'Community')",,
316,,,Community,,"('Community', 'Learners')",,
317,,,Learners,,"('Learners', 'Partners')",,
318,,,Partners,,"('Partners', 'Developers')",,
319,,,Developers,,"('Developers', 'Beta')",,
320,,,Beta,,"('Beta', 'Testers')",,
321,,,Testers,,"('Testers', 'Translators')",,
322,,,Translators,,"('Translators', 'Blog')",,
323,,,Blog,,"('Blog', 'Tech')",,
324,,,Tech,,"('Tech', 'Blog')",,
325,,,Blog,,"('Blog', 'Teaching')",,
326,,,Teaching,,"('Teaching', 'Center')",,
327,,,Center,,"('Center', 'More')",,
328,,,More,,"('More', 'Terms')",,
329,,,Terms,,"('Terms', 'Privacy')",,
330,,,Privacy,,"('Privacy', 'Help')",,
331,,,Help,,"('Help', 'Accessibility')",,
332,,,Accessibility,,"('Accessibility', 'Press')",,
333,,,Press,,"('Press', 'Contact')",,
334,,,Contact,,"('Contact', 'Directory')",,
335,,,Directory,,"('Directory', 'Affiliates')",,
336,,,Affiliates,,"('Affiliates', 'Â©')",,
337,,,Â©,,"('Â©', '2020')",,
338,,,2020,,"('2020', 'Coursera')",,
339,,,Coursera,,"('Coursera', 'Inc.')",,
340,,,Inc.,,"('Inc.', 'All')",,
341,,,All,,"('All', 'rights')",,
342,,,rights,,"('rights', 'reserved')",,
343,,,reserved,,"('reserved', '.')",,
344,,,.,,,,
